"","singleton_G6_Skin_FL_2500_B2","singleton_G6_Skin_FL_2500_B1","singleton_G6_Skin_FL_2500_B4","singleton_G6_Skin_FL_2500_C1","singleton_G6_Skin_Fixed_24_D1","singleton_G6_Skin_FL_2500_A2","singleton_G6_Skin_Fixed_24_C1","singleton_G6_Skin_Fixed_24_C2","singleton_G6_Skin_FL_2500_C3","singleton_G6_Skin_FL_2500_D2","singleton_G6_Skin_FL_2500_D3","singleton_G6_Skin_Fixed_24_B1","singleton_G6_Skin_Fixed_24_D2","singleton_G6_Skin_FL_2500_D4","singleton_G6_Skin_Fixed_24_B4","singleton_G6_Skin_FL_2500_C2","singleton_G6_Skin_Fixed_24_B3","singleton_G6_Skin_Fixed_24_A3","singleton_G6_Skin_Fixed_24_C3","singleton_G6_Skin_FL_2500_B3","singleton_G6_Skin_Fixed_24_D4","singleton_G6_Skin_FL_2500_A4","singleton_G6_Skin_Fixed_24_D3","singleton_G6_Skin_Fixed_24_A4","singleton_G6_Skin_Fixed_24_A2","singleton_G6_Skin_Fixed_24_C4","singleton_G6_Skin_FL_2500_D1","singleton_G6_Skin_FL_2500_C4","doubleton_G6_Skin_Fixed_24_A2","doubleton_G6_Skin_Fixed_24_A3","doubleton_G6_Skin_Fixed_24_A4","doubleton_G6_Skin_Fixed_24_B1","doubleton_G6_Skin_Fixed_24_B3","doubleton_G6_Skin_Fixed_24_B4","doubleton_G6_Skin_Fixed_24_C1","doubleton_G6_Skin_Fixed_24_C2","doubleton_G6_Skin_Fixed_24_C3","doubleton_G6_Skin_Fixed_24_C4","doubleton_G6_Skin_Fixed_24_D1","doubleton_G6_Skin_Fixed_24_D2","doubleton_G6_Skin_Fixed_24_D3","doubleton_G6_Skin_Fixed_24_D4","doubleton_G6_Skin_FL_2500_A2","doubleton_G6_Skin_FL_2500_A4","doubleton_G6_Skin_FL_2500_B1","doubleton_G6_Skin_FL_2500_B2","doubleton_G6_Skin_FL_2500_B3","doubleton_G6_Skin_FL_2500_B4","doubleton_G6_Skin_FL_2500_C1","doubleton_G6_Skin_FL_2500_C2","doubleton_G6_Skin_FL_2500_C3","doubleton_G6_Skin_FL_2500_C4","doubleton_G6_Skin_FL_2500_D1","doubleton_G6_Skin_FL_2500_D2","doubleton_G6_Skin_FL_2500_D3","doubleton_G6_Skin_FL_2500_D4","singleton_G4_Feces_FL_350_C2","singleton_G4_Feces_FL_350_D3","singleton_G4_Feces_FL_350_A3","singleton_G4_Feces_Fixed_24_C1","singleton_G4_Feces_FL_350_D4","singleton_G4_Feces_Fixed_24_A2","singleton_G4_Feces_Fixed_24_A4","singleton_G4_Feces_Fixed_24_D2","singleton_G4_Feces_Fixed_24_C2","singleton_G4_Feces_Fixed_24_C4","singleton_G4_Feces_FL_350_A2","singleton_G4_Feces_Fixed_24_B1","singleton_G4_Feces_Fixed_24_B3","singleton_G4_Feces_Fixed_24_D4","singleton_G4_Feces_Fixed_24_B4","singleton_G4_Feces_Fixed_24_D1","singleton_G4_Feces_FL_350_C4","singleton_G4_Feces_FL_350_C1","singleton_G4_Feces_Fixed_24_B2","singleton_G4_Feces_Fixed_24_A3","singleton_G4_Feces_FL_350_B1","singleton_G4_Feces_FL_350_C3","singleton_G4_Feces_FL_350_D2","singleton_G4_Feces_FL_350_B2","singleton_G4_Feces_FL_350_D1","singleton_G4_Feces_Fixed_24_C3","singleton_G4_Feces_Fixed_24_D3","singleton_G4_Feces_FL_350_A4","doubleton_G4_Feces_Fixed_24_A2","doubleton_G4_Feces_Fixed_24_A3","doubleton_G4_Feces_Fixed_24_A4","doubleton_G4_Feces_Fixed_24_B1","doubleton_G4_Feces_Fixed_24_B2","doubleton_G4_Feces_Fixed_24_B3","doubleton_G4_Feces_Fixed_24_B4","doubleton_G4_Feces_Fixed_24_C1","doubleton_G4_Feces_Fixed_24_C2","doubleton_G4_Feces_Fixed_24_C3","doubleton_G4_Feces_Fixed_24_C4","doubleton_G4_Feces_Fixed_24_D1","doubleton_G4_Feces_Fixed_24_D2","doubleton_G4_Feces_Fixed_24_D3","doubleton_G4_Feces_Fixed_24_D4","doubleton_G4_Feces_FL_350_A2","doubleton_G4_Feces_FL_350_A3","doubleton_G4_Feces_FL_350_A4","doubleton_G4_Feces_FL_350_B1","doubleton_G4_Feces_FL_350_B2","doubleton_G4_Feces_FL_350_C1","doubleton_G4_Feces_FL_350_C2","doubleton_G4_Feces_FL_350_C3","doubleton_G4_Feces_FL_350_C4","doubleton_G4_Feces_FL_350_D1","doubleton_G4_Feces_FL_350_D2","doubleton_G4_Feces_FL_350_D3","doubleton_G4_Feces_FL_350_D4","singleton_G7_Soil_FL_5000_D2","singleton_G7_Soil_FL_5000_A2","singleton_G7_Soil_FL_5000_B4","singleton_G7_Soil_FL_5000_C3","singleton_G7_Soil_FL_5000_D3","singleton_G7_Soil_FL_5000_B3","singleton_G7_Soil_Fixed_24_C3","singleton_G7_Soil_FL_5000_D4","singleton_G7_Soil_FL_5000_A1","singleton_G7_Soil_FL_5000_A4","singleton_G7_Soil_Fixed_24_A3","singleton_G7_Soil_Fixed_24_A4","singleton_G7_Soil_Fixed_24_B4","singleton_G7_Soil_Fixed_24_C4","singleton_G7_Soil_Fixed_24_D4","singleton_G7_Soil_Fixed_24_B3","singleton_G7_Soil_FL_5000_C4","singleton_G7_Soil_Fixed_24_D3","singleton_G7_Soil_FL_5000_C2","doubleton_G7_Soil_Fixed_24_A2","doubleton_G7_Soil_Fixed_24_A3","doubleton_G7_Soil_Fixed_24_A4","doubleton_G7_Soil_Fixed_24_B2","doubleton_G7_Soil_Fixed_24_B3","doubleton_G7_Soil_Fixed_24_B4","doubleton_G7_Soil_Fixed_24_C2","doubleton_G7_Soil_Fixed_24_C3","doubleton_G7_Soil_Fixed_24_C4","doubleton_G7_Soil_Fixed_24_D2","doubleton_G7_Soil_Fixed_24_D3","doubleton_G7_Soil_Fixed_24_D4","doubleton_G7_Soil_FL_5000_A1","doubleton_G7_Soil_FL_5000_A2","doubleton_G7_Soil_FL_5000_A4","doubleton_G7_Soil_FL_5000_B3","doubleton_G7_Soil_FL_5000_B4","doubleton_G7_Soil_FL_5000_C2","doubleton_G7_Soil_FL_5000_C3","doubleton_G7_Soil_FL_5000_C4","doubleton_G7_Soil_FL_5000_D2","doubleton_G7_Soil_FL_5000_D3","doubleton_G7_Soil_FL_5000_D4"
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,21,33,26,31,13,16,27,30,37,34,19,24,21,24,29,14,24,20,36,28,36,24,17,23,23,26,28,28,22,34,36,30,24,27,27,19,30,27,31,18
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinophytocola;s__uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;s__metagenome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,2,1,1,2,1,0,6,2,2,1,2,2,0,2,6,0,2,2,4,0,2,3,2,3,0,3,3,0,1,4,1,0,6,2,2,1,2
"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Opitutus_sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__uncultured;s__uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,6,7,14,5,9,6,7,7,12,5,1,14,4,7,11,8,7,7,9,2,5,7,3,3,9,7,5,3,8,8,14,15,7,9,10,5,8,11,12,6
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Ellin6067;s__uncultured_delta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,6,5,11,3,11,11,9,8,4,5,14,11,3,6,6,6,1,5,3,9,4,6,11,2,10,6,3,2,11,13,8,12,8,5,5,5,9,10,5
"d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__uncultured_proteobacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharothrix;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,1,0,0,0,2,0,0,0,3,1,1,0,2,3,0,2,0,0,0,0,0
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium_phyllosphaerae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,5,0,2,6,0,6,1,0,3,0,4,0,4,1,2,0,0,3,0,0,3,0,1,0,2,1,1,0,1,0,2,0
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,13,5,12,7,6,9,10,10,10,7,5,13,6,7,8,15,14,12,8,8,9,13,13,6,5,9,10,9,9,13,17,7,8,15,9,10,4,4,10
"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41;s__uncultured_Sorangiineae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,5,1,1,4,1,1,3,0,1,0,0,0,0,1,2,0,4,0,0,1,1,1,1,1,2,1,0,2,4,1,3,2,1,1,0,1,1,1,1
"d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured;s__uncultured_Chloroflexaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,2,2,0,9,2,4,3,8,2,4,5,0,6,0,0,4,4,5,0,3,1,0,1,2,3,0,2,4,2,1,3,0,1,1,4,4,1,4
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Parafrigoribacterium;s__uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1,1,0
"d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11;s__uncultured_Planctomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;s__uncultured_Alphaproteobacteria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,2,1,2,0,0,1,0,2,1,1,0,1,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea_sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,2,0,0,0,1,0,0,2,3,2,1,0,0,2,0,0,1,0,0,2,1,1,1,1,0,2,0,1,4,1,2,2,1
"d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces_bobili",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,1,0,1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhizobacter;s__uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,4,0,0,0,1,1,0,3,0,0,3,0,4,1,1,0,1,1,0,1,4,2,0,0,2,2,1,3,1,1,0,0,1,0,1,0
"d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;__;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,1,0,2,4,0,0,0,0,1,0,1,0,0,2,0,3,0,1,1,0,1,0,2,0,2,3,3,1,0,0,0,1,0,0,0,0
"d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriales;g__Kapabacteriales;s__uncultured_bacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,2,2,2,3,0,0,0,0,0,0,5,0,0,0,0,1,0,4,3,0,1,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__uncultured;s__metagenome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Gemmatimonadota;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobiaceae;s__uncultured_soil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;__;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Psychrobacillus;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__uncultured_Bacteroidetes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"d__Bacteria;p__Chloroflexi;c__TK10;o__TK10;f__TK10;g__TK10;s__bacterium_Ellin6543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer;__",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,4,1,0,0,2,0,0,1,1,0,1,2,1,0,1,1,1,1,0,0,0,0,3,0,0,2,1,2,0,4
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter_rigui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
